Date;Overall AQI Value;Main Pollutant;Site Name (of Overall AQI);Site ID (of Overall AQI);Source (of Overall AQI);CO;Ozone;PM10;PM25;NO2
9/9/2015;55;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;9;38;15;55;29
9/10/2015;57;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;10;32;28;57;34
9/11/2015;47;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;10;33;22;47;26
9/12/2015;43;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;9;36;17;43;25
9/13/2015;53;PM2.5;CARY GROVE HS;17-111-0001;AQS;8;42;22;53;29
9/14/2015;48;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;8;48;38;48;26
9/15/2015;67;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;8;67;35;55;30
9/16/2015;80;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;9;80;36;55;42
9/17/2015;64;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;8;51;34;64;32
9/18/2015;61;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;11;38;19;61;33
9/19/2015;52;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;11;38;12;52;28
9/20/2015;61;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;13;42;14;61;27
9/21/2015;52;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;10;43;17;52;30
9/22/2015;64;Ozone;WATER PLANT;17-031-7002;AQS;11;64;26;58;42
9/23/2015;93;Ozone;Whiting- Whiting HS;18-089-0030;AQS;13;93;29;58;40
9/24/2015;71;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;19;71;25;64;36
9/25/2015;74;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;16;74;28;63;36
9/26/2015;60;PM2.5;CARY GROVE HS;17-111-0001;AQS;17;50;20;60;32
9/27/2015;56;PM2.5;CARY GROVE HS;17-111-0001;AQS;11;29;18;56;27
9/28/2015;57;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;10;31;32;57;38
9/29/2015;52;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;15;38;42;52;32
9/30/2015;46;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;10;31;19;46;18
10/1/2015;34;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;31;29;34;12
10/2/2015;45;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;30;22;45;13
10/3/2015;49;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;7;25;18;49;10
10/4/2015;48;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;11;19;9;48;8
10/5/2015;59;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;13;22;15;59;19
10/6/2015;57;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;11;31;18;57;27
10/7/2015;60;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;15;37;38;60;33
10/8/2015;58;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;10;42;31;58;40
10/9/2015;47;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;9;33;43;47;27
10/10/2015;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;9;38;33;55;34
10/11/2015;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;8;47;30;51;20
10/12/2015;58;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;8;37;58;57;34
10/13/2015;56;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;9;28;49;56;38
10/14/2015;53;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;10;31;27;53;43
10/15/2015;56;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;10;38;53;56;37
10/16/2015;49;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;9;31;30;49;35
10/17/2015;54;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;10;33;24;54;38
10/18/2015;65;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;13;38;30;65;43
10/19/2015;96;PM10;VILLAGE HALL;17-031-1016;AQS;11;48;96;53;26
10/20/2015;70;PM10;VILLAGE HALL;17-031-1016;AQS;9;46;70;64;49
10/21/2015;68;PM2.5;VILLAGE HALL;17-031-1016;AQS;10;47;53;68;38
10/22/2015;53;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;11;33;24;53;25
10/23/2015;54;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;10;26;34;54;24
10/24/2015;53;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;10;23;20;53;24
10/25/2015;53;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;10;32;12;53;29
10/26/2015;60;PM2.5;CARY GROVE HS;17-111-0001;AQS;11;38;37;60;38
10/27/2015;55;PM2.5;VILLAGE HALL;17-031-1016;AQS;8;31;24;55;30
10/28/2015;38;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;8;24;7;38;22
10/29/2015;57;PM10;WASHINGTON HS;17-031-0022;AQS;7;22;57;30;25
10/30/2015;50;PM2.5;CARY GROVE HS;17-111-0001;AQS;10;26;48;50;43
10/31/2015;56;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;8;21;7;56;21
11/1/2015;51;PM2.5;CARY GROVE HS;17-111-0001;AQS;8;31;10;51;33
11/2/2015;54;PM2.5;CARY GROVE HS;17-111-0001;AQS;9;34;36;54;43
11/3/2015;67;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;11;27;60;67;49
11/4/2015;168;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;11;34;50;168;46
11/5/2015;64;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;2;30;53;64;22
11/6/2015;54;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;23;19;54;21
11/7/2015;55;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;28;16;55;30
11/8/2015;82;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;32;31;82;43
11/9/2015;77;PM2.5;CARY GROVE HS;17-111-0001;AQS;9;32;54;77;53
11/10/2015;82;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;36;61;82;54
11/11/2015;70;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;8;35;56;70;40
11/12/2015;55;PM2.5;CARY GROVE HS;17-111-0001;AQS;2;23;13;55;19
11/13/2015;45;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;29;22;45;37
11/14/2015;56;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;30;39;56;36
11/15/2015;54;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;36;14;54;39
11/16/2015;54;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;29;33;54;32
11/17/2015;57;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;2;29;14;57;24
11/18/2015;56;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;31;18;56;33
11/19/2015;48;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;31;15;48;23
11/20/2015;41;NO2;CTA BUILDING;17-031-0063;AQS;2;31;23;32;41
11/21/2015;43;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;2;33;14;43;33
11/22/2015;56;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;2;29;15;56;33
11/23/2015;55;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;28;15;55;49
11/24/2015;82;NO2;CTA BUILDING;17-031-0063;AQS;6;26;44;81;82
11/25/2015;66;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;33;27;66;39
11/26/2015;58;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;30;18;58;17
11/27/2015;53;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;34;13;53;11
11/28/2015;51;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;34;8;51;26
11/29/2015;60;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;31;12;60;34
11/30/2015;59;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;26;21;59;25
12/1/2015;52;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;26;21;52;36
12/2/2015;54;PM2.5;WASHINGTON HS;17-031-0022;AQS;2;25;12;54;35
12/3/2015;59;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;19;31;59;30
12/4/2015;61;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;20;40;61;35
12/5/2015;64;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;19;20;64;32
12/6/2015;74;PM2.5;WASHINGTON HS;17-031-0022;AQS;6;18;26;74;30
12/7/2015;78;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;21;39;78;31
12/8/2015;68;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;22;38;68;29
12/9/2015;60;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;19;38;60;36
12/10/2015;62;PM10;VILLAGE HALL;17-031-1016;AQS;3;31;62;49;26
12/11/2015;54;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;24;42;54;36
12/12/2015;86;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;17;50;86;27
12/13/2015;59;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;34;16;59;23
12/14/2015;46;PM2.5;CARY GROVE HS;17-111-0001;AQS;2;38;8;46;23
12/15/2015;48;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;24;10;48;22
12/16/2015;53;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;23;12;53;26
12/17/2015;54;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;2;28;15;54;29
12/18/2015;38;NO2;CTA BUILDING;17-031-0063;AQS;2;30;16;36;38
12/19/2015;36;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;24;16;36;28
12/20/2015;53;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;29;16;53;25
12/21/2015;55;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;25;12;55;29
12/22/2015;59;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;17;17;59;25
12/23/2015;59;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;30;13;59;25
12/24/2015;39;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;27;14;39;28
12/25/2015;53;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;5;29;11;53;25
12/26/2015;57;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;27;14;57;25
12/27/2015;34;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;31;12;34;10
12/28/2015;39;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;31;9;39;24
12/29/2015;43;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;2;29;10;43;33
12/30/2015;53;PM2.5;CARY GROVE HS;17-111-0001;AQS;2;31;11;53;39
12/31/2015;56;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;32;15;56;32
1/1/2016;53;PM2.5;East Chicago- Franklin School/ Washington School (Ben. Franklin);18-089-0006;AQS;2;34;15;53;27
1/2/2016;39;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;34;13;39;32
1/3/2016;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;33;25;55;26
1/4/2016;34;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;2;34;25;29;34
1/5/2016;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;23;20;52;39
1/6/2016;56;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;20;31;56;39
1/7/2016;65;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;5;21;32;65;39
1/8/2016;63;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;20;21;63;38
1/9/2016;55;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;26;10;55;23
1/10/2016;47;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;33;17;47;17
1/11/2016;52;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;30;19;52;37
1/12/2016;71;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;30;31;71;28
1/13/2016;58;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;24;20;57;58
1/14/2016;62;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;37;21;62;42
1/15/2016;65;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;35;19;65;35
1/16/2016;62;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;2;33;10;62;30
1/17/2016;51;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;31;20;51;42
1/18/2016;51;NO2;IEPA TRAILER;17-031-3103;AQS;2;31;17;47;51
1/19/2016;63;NO2;IEPA TRAILER;17-031-3103;AQS;3;27;22;62;63
1/20/2016;65;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;25;20;65;39
1/21/2016;80;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;29;40;80;46
1/22/2016;69;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;29;17;69;47
1/23/2016;58;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;31;16;58;38
1/24/2016;69;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;29;25;69;36
1/25/2016;66;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;3;27;25;66;34
1/26/2016;49;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;32;11;49;24
1/27/2016;42;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;2;33;24;42;36
1/28/2016;48;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;31;16;48;39
1/29/2016;48;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;28;17;33;48
1/30/2016;55;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;22;19;55;29
1/31/2016;71;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;25;21;71;30
2/1/2016;71;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;8;26;32;71;42
2/2/2016;73;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;9;28;27;73;35
2/3/2016;42;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;31;9;42;35
2/4/2016;44;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;33;20;44;37
2/5/2016;61;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;30;26;61;42
2/6/2016;66;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;32;23;66;40
2/7/2016;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;32;17;52;33
2/8/2016;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;28;17;52;30
2/9/2016;65;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;32;31;65;37
2/10/2016;60;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;33;46;60;54
2/11/2016;73;NO2;IEPA TRAILER;17-031-3103;AQS;6;36;27;53;73
2/12/2016;69;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;40;69;59;58
2/13/2016;68;NO2;IEPA TRAILER;17-031-3103;AQS;3;37;19;52;68
2/14/2016;48;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;34;11;48;41
2/15/2016;87;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;27;23;87;39
2/16/2016;74;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;27;24;74;43
2/17/2016;63;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;35;19;63;42
2/18/2016;63;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;31;25;63;41
2/19/2016;57;PM10;WASHINGTON HS;17-031-0022;AQS;3;41;57;52;21
2/20/2016;43;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;30;19;43;33
2/21/2016;52;PM2.5;East Chicago- Franklin School/ Washington School (Ben. Franklin);18-089-0006;AQS;3;30;14;52;19
2/22/2016;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;31;26;55;53
2/23/2016;72;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;13;35;23;72;40
2/24/2016;66;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;6;35;62;66;28
2/25/2016;39;NO2;CTA BUILDING;17-031-0063;AQS;2;35;10;37;39
2/26/2016;46;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;34;14;46;41
2/27/2016;68;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;35;21;68;26
2/28/2016;69;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;45;18;69;22
2/29/2016;39;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;2;39;16;34;32
3/1/2016;43;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;37;15;43;37
3/2/2016;77;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;38;35;77;46
3/3/2016;64;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;36;14;64;32
3/4/2016;80;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;42;24;80;48
3/5/2016;74;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;34;22;74;36
3/6/2016;72;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;31;18;72;23
3/7/2016;78;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;38;28;78;35
3/8/2016;89;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;44;35;89;25
3/9/2016;60;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;29;19;60;36
3/10/2016;64;PM2.5;East Chicago- Franklin School/ Washington School (Ben. Franklin);18-089-0006;AQS;7;24;25;64;21
3/11/2016;52;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;9;31;28;52;38
3/12/2016;84;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;7;32;35;84;38
3/13/2016;74;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;44;17;74;40
3/14/2016;73;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;35;21;73;40
3/15/2016;79;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;7;38;33;79;37
3/16/2016;42;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;41;31;42;25
3/17/2016;40;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;3;40;28;31;29
3/18/2016;39;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;35;15;39;25
3/19/2016;53;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;37;22;53;20
3/20/2016;43;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;42;14;41;43
3/21/2016;49;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;40;25;49;48
3/22/2016;81;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;3;43;50;81;46
3/23/2016;71;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;32;23;71;25
3/24/2016;55;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;6;36;14;55;42
3/25/2016;52;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;5;42;16;52;42
3/26/2016;64;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;39;22;64;45
3/27/2016;59;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;40;21;59;40
3/28/2016;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;39;22;55;42
3/29/2016;62;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;10;42;41;62;49
3/30/2016;48;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;36;31;48;37
3/31/2016;54;PM2.5;CARY GROVE HS;17-111-0001;AQS;2;38;11;54;29
4/1/2016;36;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;3;36;10;29;33
4/2/2016;40;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;40;36;40;32
4/3/2016;48;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;3;48;38;45;40
4/4/2016;51;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;42;35;51;25
4/5/2016;44;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;44;21;41;42
4/6/2016;66;PM2.5;KANE COUNTY HEALTH DEPT;17-089-0007;AQS;2;29;26;66;34
4/7/2016;45;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;38;14;45;44
4/8/2016;52;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;39;18;52;41
4/9/2016;41;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;41;18;31;26
4/10/2016;54;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;35;19;54;29
4/11/2016;53;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;41;25;53;28
4/12/2016;58;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;41;17;44;58
4/13/2016;52;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;45;40;52;46
4/14/2016;56;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;49;40;56;42
4/15/2016;72;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;7;67;48;72;42
4/16/2016;108;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;15;108;50;63;52
4/17/2016;119;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;5;119;41;64;49
4/18/2016;126;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;7;126;66;74;79
4/19/2016;62;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;41;38;62;28
4/20/2016;242;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;80;78;242;96
4/21/2016;68;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;47;28;68;42
4/22/2016;58;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;33;21;58;43
4/23/2016;59;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;41;14;59;28
4/24/2016;63;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;61;24;63;36
4/25/2016;77;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;2;77;56;59;32
4/26/2016;56;PM2.5;CARY GROVE HS;17-111-0001;AQS;6;40;23;56;16
4/27/2016;62;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;3;42;18;62;24
4/28/2016;66;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;41;24;66;35
4/29/2016;64;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;44;24;64;28
4/30/2016;62;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;41;19;62;20
5/1/2016;56;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;9;41;14;56;25
5/2/2016;42;NO2;CTA BUILDING;17-031-0063;AQS;8;41;16;41;42
5/3/2016;66;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;7;45;33;66;38
5/4/2016;41;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;2;41;10;37;25
5/5/2016;73;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;38;18;37;73
5/6/2016;64;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;64;56;62;49
5/7/2016;46;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;40;26;46;40
5/8/2016;61;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;44;26;61;36
5/9/2016;63;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;43;37;63;31
5/10/2016;71;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;45;26;71;31
5/11/2016;68;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;44;37;68;38
5/12/2016;56;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;37;29;56;42
5/13/2016;46;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;2;39;19;46;43
5/14/2016;41;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;37;21;41;20
5/15/2016;49;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;41;14;38;49
5/16/2016;52;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;47;31;41;52
5/17/2016;39;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;38;10;39;32
5/18/2016;59;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;7;47;54;59;43
5/19/2016;64;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;6;64;42;54;58
5/20/2016;80;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;80;55;58;49
5/21/2016;80;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;5;80;25;70;60
5/22/2016;80;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;6;80;40;62;55
5/23/2016;115;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;115;39;59;61
5/24/2016;151;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;151;49;63;51
